관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
M000000394,BRZ-011,브로제TM EOL  BALANCE M/C 2호기,2023-02-08,"도아하부센서 작동중분해 볼베어링교체,센서텃치부 교체","도아하부센서, 볼베어링, 센서텃치부",작동 중 분해,"볼베어링 교체, 센서텃치부 교체",송명호오정수윤동태,150,,"{'고장부품': '도아하부센서, 볼베어링, 센서텃치부', '불량유형': '작동 중분해', '조치내용': '볼베어링 교체, 센서텃치부 교체'}","{'고장부품': '도아하부센서, 볼베어링, 센서텃치부', '불량유형': '작동 중 분해', '조치내용': '볼베어링 교체, 센서텃치부 교체'}"
S000000029,CRN-011,크레인10TON크레인,2023-02-08,상하 작동이상 정류기 브레이크 코일 소손 다인크레인 수리예정,정류기 브레이크 코일,소손,다인크레인 수리예정,윤동태,150,,"{'고장부품': '상하 작동', '불량유형': '작동 이상', '조치내용': '브레이크 코일 소손, 다인크레인 수리 예정'}","{'고장부품': '정류기 브레이크 코일', '불량유형': '소손', '조치내용': '다인크레인 수리예정'}"
M000000530,HON-001,한온MX5 발란스 검사기,2023-02-08,작업실행 프로그램삭제 설정 작업,작업실행 프로그램,설정 오류,프로그램 삭제 후 재설정,송명호,150,,"{'고장부품': '작업실행 프로그램', '불량유형': '설정 오류', '조치내용': '프로그램 삭제 및 설정 재설정'}","{'고장부품': '작업실행 프로그램', '불량유형': '설정 오류', '조치내용': '프로그램 삭제 후 재설정'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-02-08,볼트 체결부 지그 클램프 유동 엑츄에이터 고정볼트 교체,지그 클램프 엑츄에이터 고정볼트,유동,고정볼트 교체,윤동태,40,,"{'고장부품': '볼트 체결부 지그 클램프', '불량유형': '유동', '조치내용': '엑츄에이터 고정볼트 교체'}","{'고장부품': '지그 클램프 엑츄에이터 고정볼트', '불량유형': '유동', '조치내용': '고정볼트 교체'}"
M000000135,HYP-028(시팅),유압프레스(스테이킹),2023-02-08,"코킹치수불량 유압압력조정,외부가이드교체",외부 가이드,코킹 치수 불량,유압 압력 조정 및 외부 가이드 교체,오정수,50,,"{'고장부품': '코킹치수', '불량유형': '불량 유압압력', '조치내용': '유압압력 조정, 외부 가이드 교체'}","{'고장부품': '외부 가이드', '불량유형': '코킹 치수 불량', '조치내용': '유압 압력 조정 및 외부 가이드 교체'}"
M000000194,POP-040,파워프레스200TON PRESS (B5),2023-02-08,QDC펌프 미압력 분해 청소 동일현상,QDC펌프,미압력,펌프 분해 청소,오정수윤동태,100,0.0,"{'고장부품': 'QDC펌프', '불량유형': '미압력', '조치내용': '분해 청소'}","{'고장부품': 'QDC펌프', '불량유형': '미압력', '조치내용': '펌프 분해 청소'}"
M000000372,RVT-021,리벳팅기,2023-02-08,"리벳치수불량 가압타이머조정,제품 흔들림 외부 가이드수정",리벳,치수 불량,가압타이머조정,오정수,30,,"{'고장부품': '리벳치수', '불량유형': '불량', '조치내용': '가압타이머 조정, 제품 흔들림 외부 가이드 수정'}","{'고장부품': '리벳', '불량유형': '치수 불량', '조치내용': '가압타이머조정'}"
M000000743,ASM-042,US4 하우징 압입기,2023-02-09,압입 감지센서 단선수리,압입 감지센서,단선,센서 수리,오정수,20,,"{'고장부품': '압입 감지센서', '불량유형': '단선', '조치내용': '센서 수리'}","{'고장부품': '압입 감지센서', '불량유형': '단선', '조치내용': '센서 수리'}"
M000000361,BRZ-003(7100092),브로제C200 BALANCE MACHINE(듀얼 팬 발란싱 M/C),2023-02-09,기동불능 날짜 시간변경 빔센서 투수광기 이물 제거,빔센서 투수광기,기동 불능,날짜와 시간 변경 후 이물 제거,오정수윤동태,100,,"{'고장부품': '날짜 시간변경 빔센서 투수광기', '불량유형': '기동불능', '조치내용': '이물 제거'}","{'고장부품': '빔센서 투수광기', '불량유형': '기동 불능', '조치내용': '날짜와 시간 변경 후 이물 제거'}"
S000000029,CRN-011,크레인10TON크레인,2023-02-09,상하 작동이상 정류기 브레이크 코일 .브레이크 라이닝 소손 교체,"정류기 브레이크 코일, 브레이크 라이닝","상하 작동 이상, 소손",교체,송명허다인산업,240,600000.0,"{'고장부품': '상하 작동', '불량유형': '작동 이상', '조치내용': '브레이크 코일 .브레이크 라이닝 교체'}","{'고장부품': '정류기 브레이크 코일, 브레이크 라이닝', '불량유형': '상하 작동 이상, 소손', '조치내용': '교체'}"
S000000029,CRN-011,크레인10TON크레인,2023-02-09,상하 작동이상 정류기 브레이크 코일 소손 교체,정류기 브레이크 코일,상하 작동 이상,브레이크 코일 교체,송명허다인산업,240,,"{'고장부품': '상하 작동', '불량유형': '작동 이상', '조치내용': '브레이크 코일 교체'}","{'고장부품': '정류기 브레이크 코일', '불량유형': '상하 작동 이상', '조치내용': '브레이크 코일 교체'}"
S000000066,FOL-012,지게차금형자동창고,2023-02-09,주행시소음과다 주행축 양쪽베어링HI 2EA교체 야간 2214EXQW33C3-NAC,주행축 양쪽 베어링,주행 시 소음과다,HI 베어링 2EA 교체 (야간 2214EXQW33C3-NAC 사용),삼보시스템보전,350,750000.0,"{'고장부품': '주행축 양쪽베어링', '불량유형': '소음과다', '조치내용': 'HI 2EA 교체, 야간 2214EXQW33C3-NAC'}","{'고장부품': '주행축 양쪽 베어링', '불량유형': '주행 시 소음과다', '조치내용': 'HI 베어링 2EA 교체 (야간 2214EXQW33C3-NAC 사용)'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-09,US4 압입기 단선 수리,US4 압입기,단선,수리,오정수,20,,"{'고장부품': 'US4 압입기', '불량유형': '단선', '조치내용': '수리'}","{'고장부품': 'US4 압입기', '불량유형': '단선', '조치내용': '수리'}"
M000000018,ASM-006 설비이전,조립기(TQ 자동조립기),2023-02-10,LH 작업시 FP RH센서 미감지 실린더 내부 자석이상 점프 처리,FP RH센서,미감지,실린더 내부 자석 점프 처리,윤동태,30,,"{'고장부품': 'LPF', '불량유형': '미감지', '조치내용': '실린더 내부 자석 점프 처리'}","{'고장부품': 'FP RH센서', '불량유형': '미감지', '조치내용': '실린더 내부 자석 점프 처리'}"
M000000039,ASM-030(시팅),조립기(SIDEMEMBER조립기),2023-02-10,LH 클램프 실린더 파손 교체,LH 클램프 실린더,파손,클램프 실린더 교체,송명호오정수,40,80000.0,"{'고장부품': 'LH 클램프 실린더', '불량유형': '파손', '조치내용': '실린더 교체'}","{'고장부품': 'LH 클램프 실린더', '불량유형': '파손', '조치내용': '클램프 실린더 교체'}"
M000000044,CLN-005,세척기(컨베어 자동세척라인),2023-02-10,자동운전이상 릴리에 타입 변경 및 결선 수리,릴리에,자동운전 이상,릴리에 타입 변경 및 결선 수리,윤동태,40,,"{'고장부품': '릴리에', '불량유형': '자동운전 이상', '조치내용': '타입 변경 및 결선 수리'}","{'고장부품': '릴리에', '불량유형': '자동운전 이상', '조치내용': '릴리에 타입 변경 및 결선 수리'}"
M000000044,CLN-005,세척기(컨베어 자동세척라인),2023-02-10,자동운전이상 릴리에 타입 변경 및 결선 수리,릴리에,자동운전 이상,릴리에 타입 변경 및 결선 수리,윤동태,40,,"{'고장부품': '릴리에', '불량유형': '자동운전 이상', '조치내용': '타입 변경 및 결선 수리'}","{'고장부품': '릴리에', '불량유형': '자동운전 이상', '조치내용': '릴리에 타입 변경 및 결선 수리'}"
M000000265,RVT-016,리벳팅기 GD,2023-02-10,1차 공정 센서 감지이상 센서 교체,1차 공정 센서,감지 이상,센서 교체,윤동태,180,60000.0,"{'고장부품': '1차 공정 센서', '불량유형': '감지 이상', '조치내용': '센서 교체'}","{'고장부품': '1차 공정 센서', '불량유형': '감지 이상', '조치내용': '센서 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-10,3공장 수도 계량기 점검,수도 계량기,고장없음,점검,오정수,60,,"{'고장부품': '3공장 수도 계량기', '불량유형': '점검 필요', '조치내용': '계량기 점검'}","{'고장부품': '수도 계량기', '불량유형': '고장없음', '조치내용': '점검'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-10,E5S HOUSING ASSY 인슐레이션 조리방법 확인,E5S HOUSING ASSY,인슐레이션,조리방법 확인,오정수,120,,"{'고장부품': 'E5S HOUSING ASSY', '불량유형': '인슐레이션', '조치내용': '조리방법 확인'}","{'고장부품': 'E5S HOUSING ASSY', '불량유형': '인슐레이션', '조치내용': '조리방법 확인'}"
S000000019,CNV-001,스크랩 컨베어,2023-02-11,수리전 제작 부품 확인 밒 샘플 반출,수리전 제작 부품,확인 필요,샘플 반출,윤동태,30,,"{'고장부품': '수리전 제작 부품', '불량유형': '불량', '조치내용': '박은 샘플 반출'}","{'고장부품': '수리전 제작 부품', '불량유형': '확인 필요', '조치내용': '샘플 반출'}"
S000000019,CNV-001,스크랩 컨베어,2023-02-11,수리전 제작 부품 확인 밒 샘플 반출,수리전 제작 부품,불일치,부품 확인 및 샘플 반출,윤동태,30,,"{'고장부품': '수리전 제작 부품', '불량유형': '불량', '조치내용': '박은 샘플 반출'}","{'고장부품': '수리전 제작 부품', '불량유형': '불일치', '조치내용': '부품 확인 및 샘플 반출'}"
S000000019,CNV-001,스크랩 컨베어,2023-02-11,수리전 제작 부품 확인 밒 샘플 반출,수리전 제작 부품,부품 문제,부품 확인 및 샘플 반출,윤동태,30,,"{'고장부품': '수리전 제작 부품', '불량유형': '불량', '조치내용': '박은 샘플 반출'}","{'고장부품': '수리전 제작 부품', '불량유형': '부품 문제', '조치내용': '부품 확인 및 샘플 반출'}"
S000000058,FOL-005,제게차전동지게차구매부정재연,2023-02-11,구동축과 자체 프레임 분할핀돌출 원상복구 수리,구동축과 자체 프레임 분할핀,돌출,원상복구 수리,윤동태,100,,"{'고장부품': '구동축과 자체 프레임 분할핀', '불량유형': '돌출', '조치내용': '원상복구 수리'}","{'고장부품': '구동축과 자체 프레임 분할핀', '불량유형': '돌출', '조치내용': '원상복구 수리'}"
M000000396,IMM-031,수평사출기유압사출기350톤,2023-02-11,6mm 2번 공급 센서 이상 교체 fd3200 f1,6mm 2번 공급 센서,센서 이상,교체 (fd3200 f1 사용),윤동태,100,65000.0,"{'고장부품': '6mm 2번 공급 센서', '불량유형': '이상', '조치내용': '센서 교체 (fd3200 f1 사용)'}","{'고장부품': '6mm 2번 공급 센서', '불량유형': '센서 이상', '조치내용': '교체 (fd3200 f1 사용)'}"
M000000563,HON-005,한온JA팬 발란스 검사기-1,2023-02-13,"no power 발생 pcb청소,모니터교체,6번관 상호교체안됨,신규임시모니터 설치","PCB, 모니터, 6번관",No power,"PCB 청소, 모니터 교체 안되며, 6번관 상호 교체 안됨, 새로운 임시 모니터 설치",윤동태오정수,350,,"{'고장부품': ' pcb청소, 모니터, 6번관', '불량유형': 'no power 발생', '조치내용': '6번관 상호 교체, 신규 임시 모니터 설치'}","{'고장부품': 'PCB, 모니터, 6번관', '불량유형': 'No power', '조치내용': 'PCB 청소, 모니터 교체 안되며, 6번관 상호 교체 안됨, 새로운 임시 모니터 설치'}"
S000000114,PUP-011,펌프쿨링타워펌프5HP,2023-02-13,B 운전중 정지 선택스위치 탈락 스위치 없어 A펌프 가동,B 운전 정지 선택 스위치,탈락,A 펌프 가동,오정수윤동태,30,,"{'고장부품': '정지 선택스위치', '불량유형': '탈락', '조치내용': '스위치 없어 A펌프 가동'}","{'고장부품': 'B 운전 정지 선택 스위치', '불량유형': '탈락', '조치내용': 'A 펌프 가동'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-13,3공장 누수 확인 및 탐지 하나로탐지 온수기3대 누수 확인,하나로탐지 온수기,누수,3공장에서 온수기 3대의 누수 확인 및 탐지,오정수,200,,"{'고장부품': '온수기', '불량유형': '누수', '조치내용': '온수기 탐지'}","{'고장부품': '하나로탐지 온수기', '불량유형': '누수', '조치내용': '3공장에서 온수기 3대의 누수 확인 및 탐지'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-13,사출조립 인하우스 천정 전등 1EA 교체,천정 전등,고장,천정 전등 1EA 교체,오정수,30,,"{'고장부품': '사출조립 인하우스 천정 전등', '불량유형': '불량', '조치내용': '전등 1EA 교체'}","{'고장부품': '천정 전등', '불량유형': '고장', '조치내용': '천정 전등 1EA 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-02-13,조립검사반 전동 핸드리프트 바퀴이탈 조립,전동 핸드리프트 바퀴,이탈,조립,오정수,40,,"{'고장부품': '전동 핸드리프트 바퀴', '불량유형': '이탈', '조치내용': '조립'}","{'고장부품': '전동 핸드리프트 바퀴', '불량유형': '이탈', '조치내용': '조립'}"
S000000044,EDS-001(철거),전착도장,2023-02-14,"냉온수기 실외기 북동fan모터이상교체,남동 모터 코일이상","냉온수기 실외기 북동fan모터, 남동 모터 코일",모터 이상,"북동fan모터 교체, 남동 모터 코일 점검",오정수윤동태,120,,"{'고장부품': '냉온수기 실외기 북동fan모터, 남동 모터 코일', '불량유형': '모터 이상', '조치내용': '모터 교체, 코일 교체'}","{'고장부품': '냉온수기 실외기 북동fan모터, 남동 모터 코일', '불량유형': '모터 이상', '조치내용': '북동fan모터 교체, 남동 모터 코일 점검'}"
S000000044,EDS-001(철거),전착도장,2023-02-14,"냉온수기 실외기 북동fan모터이상교체,남동 모터 코일이상","냉온수기 실외기 북동fan모터, 남동 모터 코일",모터 이상,"북동fan모터 교체, 남동 모터 코일 점검",오정수윤동태,120,,"{'고장부품': '냉온수기 실외기 북동fan모터, 남동 모터 코일', '불량유형': '모터 이상', '조치내용': '모터 교체, 코일 교체'}","{'고장부품': '냉온수기 실외기 북동fan모터, 남동 모터 코일', '불량유형': '모터 이상', '조치내용': '북동fan모터 교체, 남동 모터 코일 점검'}"
S000000061,FOL-007,지게차전동전동지게차:생산2부팀,2023-02-14,충전콘넥터 2ea 교체,충전콘넥터,명시되지 않음,충전콘넥터 2ea 교체,오정수,40,24000.0,"{'고장부품': '충전콘넥터', '불량유형': '불량', '조치내용': '충전콘넥터 2ea 교체'}","{'고장부품': '충전콘넥터', '불량유형': '명시되지 않음', '조치내용': '충전콘넥터 2ea 교체'}"
